course_id,course_title,description,prerequisites,course_offering,credits
PHI 132,"**Life, Technology and Evolution**","A philosophical study of the relationship between our evolutionary past, the emergence of cultures and technologies that
define our human present, and the sustainability of life given the environmental challenges of the future. Focus will be
given to recent ethical and ecological issues in biotechnology, local climate change issues and inter-disciplinary thinking.
Core Curriculum/Core Requirements: Population and Environment
Course Typically Offered: Every Year
Credits: 3",None,Every Year,3
PHI 201,**Practicing Philosophy**,"An introduction to the methods and conventions of contemporary philosophy, with a focus on providing students with
the skills needed to read, understand, discuss, analyze, and write philosophy. Through this writing intensive course,
students will learn techniques, terminology, and diverse styles of doing philosophy. It has no prerequisites and is open to
all students interested in developing philosophical and writing skills. Typically offered once a year with varying topics.
Core Curriculum/Core Requirements: Western Cultural Tradition, Writing Intensive
Prerequisites: N/A
Corequisites: N/A
Course Typically Offered: Fall
Credits: 3",N/A,Fall,3
PHI 210,**Classical Greek & Roman Philosophy**,"An analysis of Hellenic philosophy with emphasis on Plato and Aristotle, including Presocratic philosophy, Platonism,
Aristotelianism, Stoicism and Epicureanism.
Core Curriculum/Core Requirements: Ethics’ , ‘Western Cultural Tradition
Prerequisites: No first-year students or permission.
Course Typically Offered: Fall
Credits: 3",No first-year students or permission.,Fall,3
PHI 221,**Classical Chinese Philosophy**,"This course provides an introduction to major philosophical schools in the “classical” period of (pre-Qin) China,
including Confucianism, Mohism, Daoism, and Legalism. We will concentrate on early debates over human nature and
the best practices of self-cultivation, the general nature of the cosmos and the human role in it, and the proper ordering
of society. We will read not only the original texts by early Chinese philosophers, but also contemporary discussions and
developments of their views. These different philosophical positions greatly influenced later Chinese intellectual and
social history, including the development of Buddhism, and shaped cultures and religions in Japan, Korea, and
Southeast Asia as well. Thus, understanding these early debates is an important stepping-stone for understanding East
Asian thought and culture generally.
Core Curriculum/Core Requirements: Cultural Diversity and International Perspectives and Ethics
Prerequisites: Sophomore Standing or Permission
Course Typically Offered: Alternating years
Credits: 3",Sophomore Standing or Permission,Alternating years,3
PHI 230,**Ethics**,"Readings and discussions of works by Aristotle, Mill, Kant, Nietzsche and other moral philosophers. In each case, the
nature of the system, its summum bonum and defense is examined, criticized, and tested for its applicability to personal
and public ethical predicaments.
Core Curriculum/Core Requirements: Ethics and Western Cultural Tradition
Prerequisites: No first-year students or one course in philosophy.
Course Typically Offered: Variable
Credits: 3",No first-year students or one course in philosophy.,Variable,3
PHI 231,**Topics in Applied Ethics**,"Deals with the ethical issues in various professions and practices such as business, law, agriculture, government, science,
teaching and journalism. Different sections may focus on specific professions or problem areas (e.g.., Business Ethics,
Environmental Ethics, etc..)
Core Curriculum/Core Requirements: Ethics’ , ‘Western Cultural Tradition and Social Contexts and Institutions
Prerequisites: One course in Philosophy or Sophomore Standing.
Course Typically Offered: Not Regularly Offered
Credits: 3",One course in Philosophy or Sophomore Standing.,Not Regularly Offered,3
PHI 235,**Biomedical Ethics**,"Investigates physician, nursing, and hospital codes of conduct, the physician/patient relationship, concepts of
health/disease, procreation/abortion decisions, genetics/reproductive technologies, health resources/social justice
allocations, medical humanities, ethics in a pandemic, and other ethical dimensions of medical practice.
Core Curriculum/Core Requirements: Ethics’ , ‘Western Cultural Tradition and Social Contexts and Institutions
Prerequisites: Sophomore standing, or Nursing major, or permission
Course Typically Offered: Fall and Spring
Credits: 3","Sophomore standing, or Nursing major, or permission",Fall and Spring,3
PHI 236,"**Feminist Ethical, Social and Political Theory**","A survey of the major feminist theoretical frameworks with emphasis on their respective practical implications in the
areas of work, family life and sexuality.
Core Curriculum/Core Requirements: Ethics’ , ‘Western Cultural Tradition’ , ‘Social Contexts and Institutions and
Cultural Diversity and International Perspectives
Course Typically Offered: Not Regularly Offered
Credits: 3",None,Not Regularly Offered,3
PHI 240,**Social and Political Philosophy**,"A critical study of major social and political philosophers from Plato to the present in light of their ethical and
metaphysical systems. Topics include the problem of justice, the nature of the state and its relationship to other social
institutions, and the individual. The primary focus will be on normative rather than descriptive theory.
Core Curriculum/Core Requirements: Ethics’ , ‘Western Cultural Tradition
Prerequisites: No first-year students or permission.
Course Typically Offered: Variable
Credits: 3",No first-year students or permission.,Variable,3
PHI 250,**Logic**,"An introductory course in modern symbolic logic. Techniques of deductive inference, including decision procedures and
axiomatization, are studied in developing the propositional and predicative logics. Some attention is given to metalogic
and the philosophy of logic.
Core Curriculum/Core Requirements: Quantitative Literacy and Western Cultural Tradition
Prerequisites: No first-year students.
Course Typically Offered: Fall
Credits: 3",No first-year students.,Fall,3
PHI 262,**Philosophy of Art**,"An investigation of the nature and importance of aesthetic experience and its objects, the possibility of standards of art
and taste, and the relation of art to other areas of experience. Topics include art and morality, art and science, art and
the environment. Readings from Tolstoy, Hume, Dewey, Langer, Bell, Danto, Dickie and Beardsley, among others.
Core Curriculum/Core Requirements: Western Cultural Tradition and Artistic and Creative Expression
Prerequisites: No first-year students or permission.
Course Typically Offered: Variable
Credits: 3",No first-year students or permission.,Variable,3
PHI 310,**History of Medieval and Renaissance Philosophy**,"An analysis of Arabic and Latin philosophy from late antiquity to the 16th century with emphasis on the developments in
logic, epistemology, physics, and metaphysics that led to the birth of early modern philosophy in Europe.
Prerequisites: One Philosophy course or Permission
Course Typically Offered: Spring, Alternating years
Credits: 3",One Philosophy course or Permission,"Spring, Alternating years",3
